"","Estimate","StdError","LowerBound","UpperBound","Isolate"
"e:1:50114",0.396993376949905,0.0514043546218532,0.287427588651362,0.506559165248447,"Czm_21_168"
"e:1:50115",0.293011664250176,0.0597215330934605,0.165718229677987,0.420305098822365,"Czm_21_169"
"e:1:50116",0.470627739548863,0.225599200119661,-0.0102255730248358,0.951481052122563,"Czm_21_172"
"e:1:50117",0.477746406908986,0.0868925823697115,0.292539251704549,0.662953562113422,"Czm_21_174"
"e:1:50118",0.51323064779335,0.0601903882014679,0.384937872214265,0.641523423372435,"Czm_21_178"
"e:1:50119",0.265808828605657,0.049182768497361,0.160978239042585,0.370639418168728,"Czm_21_18"
"e:1:50120",0.399019892058428,0.0430344658409763,0.307294099398272,0.490745684718585,"Czm_21_180"
"e:1:50121",0.238363300448443,0.0635753268659645,0.102855698891169,0.373870902005717,"Czm_21_181"
"e:1:50122",0.205460813540633,0.0338534776268361,0.133303834037295,0.27761779304397,"Czm_21_182"
"e:1:50123",0.39338199834496,0.0336790056920494,0.321596896967736,0.465167099722184,"Czm_21_183"
"e:1:50124",0.523760128401332,0.0447079682098511,0.428467349877545,0.61905290692512,"Czm_21_184"
"e:1:50125",0.437692516755633,0.0309393304423878,0.371746894944282,0.503638138566984,"Czm_21_185"
"e:1:50126",0.485171577304837,0.0978090455788602,0.27669653155414,0.693646623055534,"Czm_21_186"
"e:1:50127",0.566102924451088,0.0729266514219165,0.410663446418648,0.721542402483528,"Czm_21_189"
"e:1:50128",0.0184469895576262,0.024732393204576,-0.0342688586988729,0.0711628378141253,"Czm_21_19"
"e:1:50129",0.306492299023985,0.0760143330923627,0.144471583298239,0.468513014749731,"Czm_21_190"
"e:1:50130",0.290323752223238,0.058882999385072,0.16481760994273,0.415829894503746,"Czm_21_191"
"e:1:50131",0.463025249514838,0.03686946200548,0.384439851478224,0.541610647551451,"Czm_21_192"
"e:1:50132",0.404865292545063,0.0246757975209792,0.352270075132647,0.457460509957479,"Czm_21_193"
"e:1:50133",0.277382083935304,0.0409958411255095,0.190001516998496,0.364762650872112,"Czm_21_195"
"e:1:50134",0.156417408950051,0.0372260839426282,0.0770718892475664,0.235762928652536,"Czm_21_196"
"e:1:50135",0.183805658556119,0.060863802603314,0.0540775341562458,0.313533782955993,"Czm_21_197"
"e:1:50136",0.313295627594129,0.0277616857064422,0.25412299521116,0.372468259977099,"Czm_21_198"
"e:1:50137",0.339558343972898,0.0568887136180967,0.218302921184125,0.46081376676167,"Czm_21_199"
"e:1:50138",0.193298844003962,0.0402017498739777,0.107610842504365,0.27898684550356,"Czm_21_20"
"e:1:50139",0.176353077542452,0.022367297697022,0.128678311030734,0.22402784405417,"Czm_21_200"
"e:1:50140",0.432483389538153,0.0400123321140159,0.347199122436947,0.517767656639359,"Czm_21_201"
"e:1:50141",0.250757390922268,0.0215694843186707,0.204783123373279,0.296731658471257,"Czm_21_202"
"e:1:50142",0.377542124624145,0.0583161248104833,0.253244246898034,0.501840002350257,"Czm_21_203"
"e:1:50143",0.391748722426941,0.0277406834423092,0.332620855310313,0.450876589543568,"Czm_21_204"
"e:1:50144",0.336297631551415,0.0543762019615679,0.220397500591164,0.452197762511665,"Czm_21_205"
"e:1:50145",0.491357569831585,0.0328552936985003,0.421328169008683,0.561386970654486,"Czm_21_206"
"e:1:50146",0.21866053483829,0.03004276413105,0.154625898883804,0.282695170792776,"Czm_21_207"
"e:1:50147",0.217568126313614,0.0248889898412676,0.164518500227003,0.270617752400226,"Czm_21_208"
"e:1:50148",0.181720827343329,0.0531219688411066,0.068494030997712,0.294947623688947,"Czm_21_209"
"e:1:50149",0.589135176106485,0.145202785602165,0.279642764720737,0.898627587492234,"Czm_21_21"
"e:1:50150",0.318567602676558,0.0496051023367165,0.212836829843518,0.424298375509599,"Czm_21_210"
"e:1:50151",0.301625876663251,0.0841296191832476,0.122307838087001,0.480943915239501,"Czm_21_212"
"e:1:50152",0.362228104599009,0.0667268495988409,0.220003191344924,0.504453017853094,"Czm_21_213"
"e:1:50153",0.366321315379998,0.0343750458973586,0.293052639423476,0.439589991336519,"Czm_21_214"
"e:1:50154",0.388435716087882,0.0445096162554472,0.293565714747169,0.483305717428595,"Czm_21_215"
"e:1:50155",0.298582220982976,0.0397818629466936,0.213789187283725,0.383375254682228,"Czm_21_216"
"e:1:50156",0.351219344944524,0.0850101878340873,0.170024418717607,0.53241427117144,"Czm_21_217"
"e:1:50157",0.289674681040323,0.0419660144142331,0.200226238688151,0.379123123392495,"Czm_21_218"
"e:1:50158",0.219156733545769,0.0310833682561378,0.152904102401757,0.285409364689781,"Czm_21_219"
"e:1:50159",0.447553436258051,0.0455685219446135,0.350426430867374,0.544680441648728,"Czm_21_22"
"e:1:50160",0.182903174124126,0.0205646949941833,0.139070564324199,0.226735783924054,"Czm_21_220"
"e:1:50161",0.132510484593461,0.059718278101379,0.0052239878726649,0.259796981314258,"Czm_21_221"
"e:1:50162",0.164645486765952,0.030220377598323,0.100232276667362,0.229058696864543,"Czm_21_222"
"e:1:50163",0.202215656075776,0.0582739168772475,0.078007742429779,0.326423569721773,"Czm_21_223"
"e:1:50164",0.254029387771785,0.03145897039862,0.186976179611868,0.321082595931702,"Czm_21_224"
"e:1:50165",0.456152171364556,0.016605379216493,0.420758643379714,0.491545699349397,"Czm_21_225"
"e:1:50166",0.432193344745095,0.0246649155653094,0.379621321672146,0.484765367818044,"Czm_21_226"
"e:1:50167",0.468083482481974,0.04498980210093,0.372189989239122,0.563976975724825,"Czm_21_227"
"e:1:50168",0.479613866601528,0.0287724275871547,0.418286888896236,0.54094084430682,"Czm_21_228"
"e:1:50169",0.43096382903557,0.146548050672328,0.118604053027366,0.743323605043775,"Czm_21_229"
"e:1:50170",0.0286558479340042,0.0203777087446735,-0.0147782101093796,0.072089905977388,"Czm_21_23"
"e:1:50171",0.486900120363847,0.0497218373681695,0.380920532701065,0.592879708026629,"Czm_21_230"
"e:1:50172",0.396747285969847,0.0622937936178339,0.263971207871921,0.529523364067773,"Czm_21_231"
"e:1:50173",0.328364899068353,0.0525069820864853,0.216448915961398,0.440280882175307,"Czm_21_232"
"e:1:50174",0.209069840816409,0.0138027416609981,0.179649993375596,0.238489688257223,"Czm_21_233"
"e:1:50175",0.209443540140945,0.0160309049796294,0.175274475007202,0.243612605274688,"Czm_21_234"
"e:1:50176",0.259457201555545,0.0159666847082112,0.225425018690132,0.293489384420958,"Czm_21_235"
"e:1:50177",0.262045920635062,0.0407855692136235,0.175113537669288,0.348978303600837,"Czm_21_236"
"e:1:50178",0.233809162822267,0.0343516547260679,0.160590343967164,0.307027981677371,"Czm_21_237"
"e:1:50179",0.380575851121084,0.040931361974944,0.293332718240447,0.467818984001721,"Czm_21_238"
"e:1:50180",0.313623836066081,0.0281615849257029,0.253598838673949,0.373648833458214,"Czm_21_239"
"e:1:50181",0.346105742639809,0.099091569579154,0.134897061691516,0.557314423588101,"Czm_21_24"
"e:1:50182",0.309312115880929,0.0399809693831575,0.224094696858159,0.394529534903699,"Czm_21_240"
"e:1:50183",0.3542845533471,0.0814096685751672,0.180763952258388,0.527805154435812,"Czm_21_241"
"e:1:50184",0.478673203491827,0.205317334042427,0.0410496651515521,0.916296741832101,"Czm_21_242"
"e:1:50185",0.47943838918665,0.189011693027831,0.0765695019769963,0.882307276396303,"Czm_21_243"
"e:1:50186",0.450241306910333,0.274129894394534,-0.134052731921245,1.03453534574191,"Czm_21_244"
"e:1:50187",0.44073511341635,0.11779479059595,0.189661460531303,0.691808766301396,"Czm_21_245"
"e:1:50188",0.444325037961956,0.221025062941009,-0.0267787320009775,0.915428807924889,"Czm_21_246"
"e:1:50189",0.47528540459022,0.0577740430487634,0.352142946788783,0.598427862391658,"Czm_21_247"
"e:1:50190",0.243675540691531,0.0479489707905263,0.141474728690005,0.345876352693057,"Czm_21_248"
"e:1:50191",0.337431017451167,0.032968379413238,0.267160580132979,0.407701454769356,"Czm_21_249"
"e:1:50192",0.405905207908274,0.0680813870976916,0.26079316631782,0.551017249498728,"Czm_21_25"
"e:1:50193",0.320630719210698,0.040071975199133,0.235219325882823,0.406042112538573,"Czm_21_250"
"e:1:50194",0.424993309745629,0.0524673286308741,0.313161845978617,0.536824773512641,"Czm_21_251"
"e:1:50195",0.451769391758154,0.0572383621261448,0.329768710815797,0.573770072700512,"Czm_21_252"
"e:1:50196",0.427871706220561,0.0482612799814531,0.325005222935959,0.530738189505162,"Czm_21_253"
"e:1:50197",1.02077114300011,0.246696360499482,0.494950297522241,1.54659198847799,"Czm_21_254"
"e:1:50198",0.329928459979147,0.0457492686147526,0.232416202180541,0.427440717777753,"Czm_21_26"
"e:1:50199",0.786458942587813,0.145731030758071,0.475840603304565,1.09707728187106,"Czm_21_27"
"e:1:50200",0.496071415951643,0.0546689052079629,0.37954740278988,0.612595429113406,"Czm_21_28"
"e:1:50201",0.172128655183011,0.0450731651223248,0.0760574778660908,0.268199832499931,"Czm_21_29"
"e:1:50202",0.0155604899862227,0.0102621326880487,-0.00631272806819287,0.0374337080406383,"Czm_21_31"
"e:1:50203",0.656808941402803,0.0760476104080729,0.494717296757609,0.818900586047997,"Czm_21_32"
"e:1:50204",0.0578326632778326,0.0187347640819184,0.0179004588892581,0.0977648676664071,"Czm_21_33"
"e:1:50205",0.495758254942504,0.127599531103141,0.223786292359075,0.767730217525934,"Czm_21_34"
"e:1:50206",0.1398137133366,0.0155340788311233,0.106703608071312,0.172923818601887,"Czm_21_35"
"e:1:50207",0.466770268956403,0.0529523046612559,0.353905103249827,0.57963543466298,"Czm_21_36"
"e:1:50208",0.225888032114983,0.0408703533439528,0.138774936053147,0.313001128176818,"Czm_21_37"
"e:1:50209",0.352948105845218,0.053784571300921,0.238309005787743,0.467587205902694,"Czm_21_38"
"e:1:50210",0.377789398487574,0.0327037630482086,0.308082977600375,0.447495819374773,"Czm_21_39"
"e:1:50211",0.247595658388786,0.0768790483453277,0.0837318457300688,0.411459471047502,"Czm_21_4"
"e:1:50212",0.2947387635942,0.0363222383390907,0.217319745192632,0.372157781995769,"Czm_21_40"
"e:1:50213",0.50098719592465,0.0546331250485703,0.384539446367364,0.617434945481935,"Czm_21_41"
"e:1:50214",0.329160871242952,0.035669762717985,0.253132571707478,0.405189170778426,"Czm_21_42"
"e:1:50215",0.0950840220297402,0.0106271758486882,0.0724327328964699,0.11773531116301,"Czm_21_43"
"e:1:50216",0.193696351016815,0.0209004423954492,0.149148112571036,0.238244589462594,"Czm_21_44"
"e:1:50217",0.567060024542396,0.139087715046661,0.270601577513243,0.863518471571549,"Czm_21_45"
"e:1:50218",0.317780151759571,0.111141238996625,0.0808882084072642,0.554672095111879,"Czm_21_46"
"e:1:50219",0.115459160174988,0.0406980257254356,0.0287133717373282,0.202204948612648,"Czm_21_47"
"e:1:50220",0.308060118426326,0.042189980095623,0.218134304524334,0.397985932328317,"Czm_21_48"
"e:1:50221",0.10535061712368,0.076571119762882,-0.0578568612979177,0.268558095545278,"Czm_21_50"
"e:1:50222",0.190082587945803,0.0258899765251183,0.134899409246787,0.24526576664482,"Czm_21_51"
"e:1:50223",0.0995183104034278,0.0826383279521322,-0.0766211161559639,0.27565773696282,"Czm_21_52"
"e:1:50224",0.317197469566474,0.0660951842438397,0.176318919146252,0.458076019986695,"Czm_21_53"
"e:1:50225",0.210818454170495,0.0256976651768748,0.156045177407298,0.265591730933692,"Czm_21_54"
"e:1:50226",0.212906719359734,0.021999430469549,0.16601604328284,0.259797395436628,"Czm_21_55"
"e:1:50227",0.294335067902234,0.0358726000181871,0.217874430895421,0.370795704909046,"Czm_21_56"
"e:1:50228",0.210168354230545,0.0284757485318994,0.149473732962754,0.270862975498337,"Czm_21_57"
"e:1:50229",0.422605351723606,0.0419875298133482,0.333111050383767,0.512099653063444,"Czm_21_61"
"e:1:50230",0.80163702411352,0.072140318550195,0.647873574923169,0.95540047330387,"Czm_21_62"
"e:1:50231",0.139975858741139,0.0595551593055843,0.013037041503511,0.266914675978766,"Czm_21_64"
"e:1:50232",0.250646440596547,0.0725830920907953,0.0959392419442984,0.405353639248796,"Czm_21_67"
"e:1:50233",0.452930696467361,0.19252673523604,0.0425696741403963,0.863291718794326,"Czm_21_69"
"e:1:50234",0.360523582145881,0.048393635871254,0.257374988960111,0.46367217533165,"Czm_21_70"
"e:1:50235",0.905222759786683,0.0926596125522965,0.707723470720346,1.10272204885302,"Czm_21_72"
"e:1:50236",0.834582307643554,0.0984549411778123,0.624730568011992,1.04443404727512,"Czm_21_73"
"e:1:50237",0.550843320769184,0.0507517038332019,0.442668624697521,0.659018016840846,"Czm_21_74"
"e:1:50238",0.130904477864211,0.0135476940399618,0.102028251559351,0.15978070416907,"Czm_21_75"
"e:1:50239",0.196505081616802,0.0280437258762462,0.136731294842074,0.25627886839153,"Czm_21_76"
"e:1:50240",0.232875680275367,0.0115107692808011,0.20834105632276,0.257410304227974,"Czm_21_77"
"e:1:50241",0.386473636499904,0.0436488285348971,0.293438360754981,0.479508912244827,"Czm_21_79"
"e:1:50242",0.477002916984181,0.0824455956386035,0.301274289626874,0.652731544341487,"Czm_21_80"
"e:1:50243",0.206998932329369,0.0241432750863045,0.155538759618341,0.258459105040398,"Czm_21_82"
"e:1:50244",0.633207004711599,0.0933958654989612,0.434138429636677,0.832275579786522,"Czm_21_83"
"e:1:50245",0.640137871851681,0.0850101142658291,0.458943102431795,0.821332641271567,"Czm_21_86"
"e:1:50246",0.389349511812293,0.0368024251726922,0.310906999402461,0.467792024222126,"Czm_21_87"
"e:1:50247",0.257430625701241,0.0401229482403757,0.171910585907774,0.342950665494708,"Czm_21_89"
"e:1:50248",0.388859875453215,0.0416506570610969,0.300083601388074,0.477636149518356,"Czm_21_91"
"e:1:50249",0.219482167707522,0.0590672432429635,0.0935833189398388,0.345381016475205,"Czm_21_93"
"e:1:50250",0.344779565371736,0.0384848071821546,0.262751140592377,0.426807990151095,"Czm_21_95"
"e:1:50251",0.311675581916389,0.0582649259392195,0.187486832001166,0.435864331831612,"Czm_21_96"
"e:1:50252",0.131647271280681,0.0326981322025349,0.0619528522569346,0.201341690304428,"Czm_21_97"
"e:1:50253",0.463489161663582,0.252625998349751,-0.0749704077155799,1.00194873104274,"Czm_21_98"
"e:1:50254",0.0450550780569272,0.029523993386433,-0.0178738242296953,0.10798398034355,"Czm_21_99"
"e:1:50255",0.61172203317077,0.101075436032388,0.396284840972282,0.827159225369259,"GLS_20_100"
"e:1:50256",0.666092043216124,0.111444379351213,0.42855397149279,0.903630114939458,"GLS_20_102"
"e:1:50257",0.589183913016116,0.0454101433361607,0.492394483638452,0.685973342393779,"GLS_20_109"
"e:1:50258",0.468303224669677,0.0770425915454081,0.304090827931469,0.632515621407884,"GLS_20_11A"
"e:1:50259",0.492091663050347,0.0527069206860595,0.379749520906191,0.604433805194504,"GLS_20_11B"
"e:1:50260",1.11532031203942,0.123557491635169,0.85196375264313,1.3786768714357,"GLS_20_13A"
"e:1:50261",4.01118699489137,0.596150968835608,2.7405212832817,5.28185270650105,"GLS_20_13B"
"e:1:50262",1.33887906473659,0.17869654617695,0.957996392594631,1.71976173687855,"GLS_20_14"
"e:1:50263",1.72126137169346,0.354875649464068,0.964861829913046,2.47766091347388,"GLS_20_18"
"e:1:50264",0.34197347565956,0.0261583534155844,0.286218265159321,0.397728686159799,"GLS_20_20A"
"e:1:50265",2.19254929666105,0.33522089638775,1.47804286939324,2.90705572392886,"GLS_20_20B"
"e:1:50266",1.20440140172432,0.172265910458095,0.837225305162977,1.57157749828567,"GLS_20_31"
"e:1:50267",0.348220216894607,0.0363013675646094,0.270845683495822,0.425594750293392,"GLS_20_32"
"e:1:50268",4.211629601421,0.989642754697778,2.1022560016539,6.3210032011881,"GLS_20_37A"
"e:1:50269",2.83053085126526,0.542749652382784,1.67368735134125,3.98737435118927,"GLS_20_37B"
"e:1:50270",1.63689960299667,0.163008643321362,1.28945490426704,1.9843443017263,"GLS_20_38"
"e:1:50271",0.481159021939215,0.0596776882209358,0.353959040500643,0.608359003377787,"GLS_20_40A"
