"","Estimate","StdError","LowerBound","UpperBound","Isolate"
"e:1:50272",0.347555678146939,0.0383965527698688,0.265715363194541,0.429395993099338,"GLS_20_40B"
"e:1:50273",0.543684190636742,0.0287947599145782,0.482309612702311,0.605058768571172,"GLS_20_44A"
"e:1:50274",0.612398211519421,0.0539768509776709,0.497349277032317,0.727447146006526,"GLS_20_44B"
"e:1:50275",0.588966640932118,0.11272041037726,0.348708773458195,0.829224508406041,"GLS_20_46"
"e:1:50276",1.7477067972689,0.233533717480611,1.24994146127197,2.24547213326583,"GLS_20_6"
"e:1:50277",2.72329218326826,0.261563877029003,2.16578197643994,3.28080239009658,"GLS_20_62A"
"e:1:50278",3.88165791058819,0.62695774844343,2.54532910258326,5.21798671859312,"GLS_20_62B"
"e:1:50279",1.53216497476222,0.229765971508716,1.04243039920487,2.02189955031957,"GLS_20_63"
"e:1:50280",1.68625229059821,0.259692137596652,1.13273160193238,2.23977297926404,"GLS_20_64"
"e:1:50281",1.03486706142462,0.147277583622081,0.720952322742192,1.34878180010704,"GLS_20_69"
"e:1:50282",0.820486717532422,0.0740033932502272,0.662752218619344,0.9782212164455,"GLS_20_7"
"e:1:50283",0.981776910789319,0.135709777551552,0.692518367099044,1.27103545447959,"GLS_20_70"
"e:1:50284",0.847261882221341,0.168304230509968,0.488529906585082,1.2059938578576,"GLS_20_72"
"e:1:50285",1.48033991226987,0.301304023604478,0.838125588082777,2.12255423645697,"GLS_20_75"
"e:1:50286",3.23196787648355,0.270611335451648,2.65517346851181,3.80876228445528,"GLS_20_79"
"e:1:50287",0.574977648434817,0.122603510612176,0.31365445145646,0.836300845413173,"GLS_20_8"
"e:1:50288",0.603090219536806,0.0710071376021358,0.451742088363233,0.754438350710378,"GLS_20_81"
"e:1:50289",0.944554505727292,0.110604629695136,0.708806318026787,1.1803026934278,"GLS_20_82"
"e:1:50290",0.938824985142232,0.0781852612572617,0.772177045565969,1.10547292471849,"GLS_20_83"
"e:1:50291",0.798894351230561,0.139206885952609,0.50218189742808,1.09560680503304,"GLS_20_89"
"e:1:50292",1.87871758667091,0.242077545310514,1.36274151272859,2.39469366061323,"GLS_20_91"
"e:1:50293",0.599909766469838,0.0886087940841674,0.41104459258654,0.788774940353136,"GLS_20_93A"
"e:1:50294",1.29113759820894,0.139523760392658,0.993749742525218,1.58852545389266,"GLS_20_93B"
"e:1:50295",0.83042978919986,0.0541470167468878,0.715018154961288,0.945841423438431,"GLS_20_94A"
"e:1:50296",0.741217514763033,0.0414936931660546,0.652775801320649,0.829659228205417,"GLS_20_94B"
"e:1:50297",0.165073441974779,0.00949324792049635,0.144839063008751,0.185307820940807,"GLS_20_95A"
"e:1:50298",1.3624743619053,0.189557709808333,0.95844166747698,1.76650705633363,"GLS_20_95B"
"e:1:50299",0.890019411435778,0.0932456016414868,0.691271116191584,1.08876770667997,"GLS_20_95C"
"e:1:50300",0.716704208695004,0.0888587534411412,0.527306259053876,0.906102158336133,"GLS_20_98A"
"e:1:50301",0.684426265584905,0.0464459149684704,0.585429141232251,0.783423389937559,"GLS_20_98B"
"e:1:50302",1.95801332262962,0.21951335637372,1.49013167894255,2.42589496631669,"GLS_21_157A"
"e:1:50303",1.5894654757105,0.21129921612393,1.13909185752601,2.03983909389499,"GLS_21_157B"
"e:1:50304",0.744757711301211,0.101510237390472,0.528393761945625,0.961121660656797,"GLS_21_162"
"e:1:50305",0.958487668525245,0.134559598509501,0.671680673431463,1.24529466361903,"GLS_21_163"
"e:1:50306",1.28979820322641,0.219360887694927,0.822241538835468,1.75735486761735,"GLS_21_164A"
"e:1:50307",0.69822757048873,0.081703511083918,0.524080658918275,0.872374482059185,"GLS_21_164B"
"e:1:50308",1.14506282175221,0.123944835598981,0.880880658240278,1.40924498526414,"GLS_21_165"
"e:1:50309",1.04786071401429,0.0996658037880758,0.835428081822347,1.26029334620624,"GLS_21_168"
"e:1:50310",0.634977719228657,0.0550933554080914,0.517549011880717,0.752406426576597,"GLS_21_177"
"e:1:50311",0.920672819818245,0.125864255368564,0.6523995099107,1.18894612972579,"GLS_21_180"
"e:1:50312",1.14582274696615,0.0625270430563845,1.01254950945842,1.27909598447388,"GLS_21_200"
"e:1:50313",1.63937986190477,0.113524746487287,1.39740759259465,1.88135213121488,"GLS_21_214"
"e:1:50314",1.53616396599801,0.11156401212907,1.29837090304468,1.77395702895135,"GLS_21_218"
"e:1:50315",1.72458915283067,0.187238243281637,1.32550028427661,2.12367802138472,"GLS_21_231A"
"e:1:50316",0.447136350274664,0.104124582521621,0.225200056177355,0.669072644371973,"GLS_21_231B"
"e:1:50317",1.89498401427089,0.272053322988909,1.31511608261815,2.47485194592363,"GLS_21_231C"
"e:1:50318",0.830005003275565,0.174757615443351,0.457517963255725,1.2024920432954,"GLS_21_233A"
"e:1:50319",1.7457950316274,0.124093543094288,1.48129590559218,2.01029415766262,"GLS_21_233B"
"e:1:50320",0.745976513396653,0.0666462364531803,0.603923422995252,0.888029603798053,"GLS_21_238"
"e:1:50321",7.45791631352068,0.883926526439907,5.57387152043211,9.34196110660925,"GLS_21_238A"
"e:1:50322",13.8702754554797,1.95908842144493,9.69457732987944,18.0459735810799,"GLS_21_238B"
"e:1:50323",2.19119533705123,0.172313332068958,1.82391816371896,2.5584725103835,"GLS_21_244A"
"e:1:50324",2.83315313568013,0.451215444550896,1.87141018144257,3.79489608991769,"GLS_21_244B"
"e:1:50325",0.555454376441479,0.0641917985440895,0.418632796606015,0.692275956276944,"GLS_21_245A"
"e:1:50326",1.26078451340265,0.0938391025036593,1.06077120101548,1.46079782578981,"GLS_21_245B"
"e:1:50327",5.97438698582988,0.781005534310687,4.30971309464369,7.63906087701606,"GLS_21_254"
"e:1:50328",2.59775398197307,0.270330598219578,2.02155795124705,3.17395001269909,"GLS_21_256"
"e:1:50329",2.66745597359598,0.408785051676487,1.7961512609685,3.53876068622346,"GLS_21_256A"
"e:1:50330",3.14926851217664,0.630621471129799,1.8051306641168,4.49340636023649,"GLS_21_256B"
"e:1:50331",0.964363056303277,0.069063434619986,0.817157829967711,1.11156828263884,"GLS_21_261A"
"e:1:50332",2.36950323651501,0.183752890746427,1.97784322103824,2.76116325199177,"GLS_21_261B"
"e:1:50333",1.68595137443413,0.195557311965477,1.26913083071442,2.10277191815384,"GLS_21_270A"
"e:1:50334",1.97039700576038,0.26576133314675,1.40394013299738,2.53685387852338,"GLS_21_270B"
"e:1:50335",0.783028985048665,0.0686812182036796,0.63663843371994,0.92941953637739,"GLS_21_271A"
"e:1:50336",1.03606214607396,0.0856104401975043,0.853587812219822,1.21853647992811,"GLS_21_271B"
"e:1:50337",0.586416225186892,0.049536818741849,0.480830995391101,0.692001454982683,"GLS_21_271C"
"e:1:50338",0.775150869325834,0.0794905275717548,0.60572082045671,0.944580918194957,"GLS_21_271D"
"e:1:50339",1.14707528654698,0.173661361461122,0.776924856579378,1.51722571651458,"GLS_21_275"
