"","Isolate","Set","rep","ppm","one","two","average_length","avgC","relative"
"1224","Czm_21_105","1",2,20,1,1,0,7.6075,0
"1225","Czm_21_106","1",1,0,5.24,7.01,5.125,5.005,1.02397602397602
"1226","Czm_21_106","1",1,0.01,6.44,7.09,5.765,5.005,1.15184815184815
"1227","Czm_21_106","1",1,0.1,6.11,7.25,5.68,5.005,1.13486513486513
"1228","Czm_21_106","1",1,0.5,3.05,2.35,1.7,5.005,0.33966033966034
"1229","Czm_21_106","1",1,1,1.74,1.48,0.61,5.005,0.121878121878122
"1230","Czm_21_106","1",1,2.5,1,1,0,5.005,0
"1231","Czm_21_106","1",1,5,1,1,0,5.005,0
"1232","Czm_21_106","1",1,10,1,1,0,5.005,0
"1233","Czm_21_106","1",1,20,1,1,0,5.005,0
"1234","Czm_21_106","1",2,0,5.61,6.16,4.885,5.005,0.976023976023976
"1235","Czm_21_106","1",2,0.01,13.68,12.93,12.305,5.005,2.45854145854146
"1236","Czm_21_106","1",2,0.1,4.44,4.57,3.505,5.005,0.7002997002997
"1237","Czm_21_106","1",2,0.5,2.6,2.14,1.37,5.005,0.273726273726274
"1238","Czm_21_106","1",2,1,1.46,1.36,0.41,5.005,0.0819180819180819
"1239","Czm_21_106","1",2,2.5,1,1,0,5.005,0
"1240","Czm_21_106","1",2,5,1,1,0,5.005,0
"1241","Czm_21_106","1",2,10,1,1,0,5.005,0
"1242","Czm_21_106","1",2,20,1,1,0,5.005,0
"1243","Czm_21_108","1",1,0,5.89,5.49,4.69,4.61,1.0173535791757
"1244","Czm_21_108","1",1,0.01,6,5.48,4.74,4.61,1.02819956616052
"1245","Czm_21_108","1",1,0.1,6.03,5.61,4.82,4.61,1.04555314533623
"1246","Czm_21_108","1",1,0.5,3.26,3,2.13,4.61,0.462039045553145
"1247","Czm_21_108","1",1,1,2.1,1.71,0.905,4.61,0.196312364425163
"1248","Czm_21_108","1",1,2.5,1,1,0,4.61,0
"1249","Czm_21_108","1",1,5,1,1,0,4.61,0
"1250","Czm_21_108","1",1,10,1,1,0,4.61,0
"1251","Czm_21_108","1",1,20,1,1,0,4.61,0
"1252","Czm_21_108","1",2,0,5.96,5.1,4.53,4.61,0.982646420824295
"1253","Czm_21_108","1",2,0.01,5.42,5.56,4.49,4.61,0.973969631236443
"1254","Czm_21_108","1",2,0.1,5.77,5.68,4.725,4.61,1.02494577006508
"1255","Czm_21_108","1",2,0.5,3.39,2.9,2.145,4.61,0.46529284164859
"1256","Czm_21_108","1",2,1,2.26,2.18,1.22,4.61,0.264642082429501
"1257","Czm_21_108","1",2,2.5,1,1,0,4.61,0
"1258","Czm_21_108","1",2,5,1,1,0,4.61,0
"1259","Czm_21_108","1",2,10,1,1,0,4.61,0
"1260","Czm_21_108","1",2,20,1,1,0,4.61,0
"1261","Czm_21_109","1",1,0,6.13,5.07,4.6,4.8125,0.955844155844156
"1262","Czm_21_109","1",1,0.01,5.97,5.61,4.79,4.8125,0.995324675324675
"1263","Czm_21_109","1",1,0.1,6.22,6.65,5.435,4.8125,1.12935064935065
"1264","Czm_21_109","1",1,0.5,3.44,2.65,2.045,4.8125,0.424935064935065
"1265","Czm_21_109","1",1,1,2.13,1.44,0.785,4.8125,0.163116883116883
"1266","Czm_21_109","1",1,2.5,2.28,1.43,0.855,4.8125,0.177662337662338
"1267","Czm_21_109","1",1,5,1,1,0,4.8125,0
"1268","Czm_21_109","1",1,10,1,1,0,4.8125,0
"1269","Czm_21_109","1",1,20,1,1,0,4.8125,0
"1270","Czm_21_109","1",2,0,6.18,5.87,5.025,4.8125,1.04415584415584
"1271","Czm_21_109","1",2,0.01,5.81,5.53,4.67,4.8125,0.97038961038961
"1272","Czm_21_109","1",2,0.1,5.78,5.36,4.57,4.8125,0.94961038961039
"1273","Czm_21_109","1",2,0.5,3.01,3.38,2.195,4.8125,0.456103896103896
"1274","Czm_21_109","1",2,1,1.93,2.02,0.975,4.8125,0.202597402597403
"1275","Czm_21_109","1",2,2.5,2.29,2.4,1.345,4.8125,0.279480519480519
"1276","Czm_21_109","1",2,5,1,1,0,4.8125,0
"1277","Czm_21_109","1",2,10,1,1,0,4.8125,0
"1278","Czm_21_109","1",2,20,1,1,0,4.8125,0
"1279","Czm_21_11","1",1,0,7.35,7.47,6.41,7.8675,0.814744200826184
"1280","Czm_21_11","1",1,0.01,9.47,8.98,8.225,7.8675,1.04544010168414
"1281","Czm_21_11","1",1,0.1,7.87,8.06,6.965,7.8675,0.8852875754687
"1282","Czm_21_11","1",1,0.5,2.7,2.56,1.63,7.8675,0.207181442643788
"1283","Czm_21_11","1",1,1,2.21,2.02,1.115,7.8675,0.141722275182714
"1284","Czm_21_11","1",1,2.5,1,1,0,7.8675,0
"1285","Czm_21_11","1",1,5,1,1,0,7.8675,0
"1286","Czm_21_11","1",1,10,1,1,0,7.8675,0
"1287","Czm_21_11","1",1,20,1,1,0,7.8675,0
"1288","Czm_21_11","1",2,0,10.18,10.47,9.325,7.8675,1.18525579917382
"1289","Czm_21_11","1",2,0.01,9.67,9.23,8.45,7.8675,1.07403876707976
"1290","Czm_21_11","1",2,0.1,6.21,7.46,5.835,7.8675,0.741658722592946
"1291","Czm_21_11","1",2,0.5,3.05,2.88,1.965,7.8675,0.24976167778837
"1292","Czm_21_11","1",2,1,2.22,1.72,0.97,7.8675,0.123292024149984
"1293","Czm_21_11","1",2,2.5,1,1,0,7.8675,0
"1294","Czm_21_11","1",2,5,1,1,0,7.8675,0
"1295","Czm_21_11","1",2,10,1,1,0,7.8675,0
"1296","Czm_21_11","1",2,20,1,1,0,7.8675,0
"1297","Czm_21_110","1",1,0,8,8.1,7.05,6.7875,1.03867403314917
"1298","Czm_21_110","1",1,0.01,8.14,9.83,7.985,6.7875,1.17642725598527
"1299","Czm_21_110","1",1,0.1,6.61,5.87,5.24,6.7875,0.772007366482505
"1300","Czm_21_110","1",1,0.5,2.19,2.52,1.355,6.7875,0.19963167587477
"1301","Czm_21_110","1",1,1,2.08,1.44,0.76,6.7875,0.111970534069982
"1302","Czm_21_110","1",1,2.5,1.16,2.29,0.725,6.7875,0.106813996316759
"1303","Czm_21_110","1",1,5,1,1,0,6.7875,0
"1304","Czm_21_110","1",1,10,1,1,0,6.7875,0
"1305","Czm_21_110","1",1,20,1,1,0,6.7875,0
"1306","Czm_21_110","1",2,0,7.64,7.41,6.525,6.7875,0.961325966850829
"1307","Czm_21_110","1",2,0.01,8.73,9.18,7.955,6.7875,1.1720073664825
"1308","Czm_21_110","1",2,0.1,5.44,5.74,4.59,6.7875,0.676243093922652
"1309","Czm_21_110","1",2,0.5,2.87,2.72,1.795,6.7875,0.264456721915285
"1310","Czm_21_110","1",2,1,1.4,1.41,0.405,6.7875,0.0596685082872928
"1311","Czm_21_110","1",2,2.5,1.46,1.71,0.585,6.7875,0.0861878453038674
"1312","Czm_21_110","1",2,5,1,1,0,6.7875,0
"1313","Czm_21_110","1",2,10,1,1,0,6.7875,0
"1314","Czm_21_110","1",2,20,1,1,0,6.7875,0
"1315","Czm_21_111","1",1,0,5.38,6.04,4.71,4.855,0.970133882595263
"1316","Czm_21_111","1",1,0.01,6.55,6.55,5.55,4.855,1.14315139031926
"1317","Czm_21_111","1",1,0.1,3.96,5.23,3.595,4.855,0.740473738414006
"1318","Czm_21_111","1",1,0.5,3.21,2.29,1.75,4.855,0.360453141091658
"1319","Czm_21_111","1",1,1,2.44,1.96,1.2,4.855,0.247167868177137
"1320","Czm_21_111","1",1,2.5,1.29,1.45,0.37,4.855,0.0762100926879506
"1321","Czm_21_111","1",1,5,1,1,0,4.855,0
"1322","Czm_21_111","1",1,10,1,1,0,4.855,0
"1323","Czm_21_111","1",1,20,1,1,0,4.855,0
"1324","Czm_21_111","1",2,0,6.1,5.9,5,4.855,1.02986611740474
"1325","Czm_21_111","1",2,0.01,4.74,5.03,3.885,4.855,0.800205973223481
"1326","Czm_21_111","1",2,0.1,5.43,5.32,4.375,4.855,0.901132852729145
"1327","Czm_21_111","1",2,0.5,2.62,3.04,1.83,4.855,0.376930998970134
"1328","Czm_21_111","1",2,1,2.15,2.25,1.2,4.855,0.247167868177137
"1329","Czm_21_111","1",2,2.5,1.43,1.56,0.495,4.855,0.101956745623069
"1330","Czm_21_111","1",2,5,1,1,0,4.855,0
"1331","Czm_21_111","1",2,10,1,1,0,4.855,0
"1332","Czm_21_111","1",2,20,1,1,0,4.855,0
"1333","Czm_21_112","1",1,0,6.62,7.18,5.9,6.315,0.934283452098179
"1334","Czm_21_112","1",1,0.01,6.44,6.43,5.435,6.315,0.860649247822645
"1335","Czm_21_112","1",1,0.1,6.55,4.52,4.535,6.315,0.718131433095804
"1336","Czm_21_112","1",1,0.5,2.65,2.1,1.375,6.315,0.217735550277118
"1337","Czm_21_112","1",1,1,1.64,1.69,0.665,6.315,0.105304829770388
"1338","Czm_21_112","1",1,2.5,1,1,0,6.315,0
"1339","Czm_21_112","1",1,5,1,1,0,6.315,0
"1340","Czm_21_112","1",1,10,1,1,0,6.315,0
"1341","Czm_21_112","1",1,20,1,1,0,6.315,0
"1342","Czm_21_112","1",2,0,8.18,7.28,6.73,6.315,1.06571654790182
"1343","Czm_21_112","1",2,0.01,5.37,5.94,4.655,6.315,0.737133808392716
"1344","Czm_21_112","1",2,0.1,5.87,5.77,4.82,6.315,0.76326207442597
"1345","Czm_21_112","1",2,0.5,2.65,3.03,1.84,6.315,0.291369754552652
"1346","Czm_21_112","1",2,1,2.23,2.05,1.14,6.315,0.180522565320665
"1347","Czm_21_112","1",2,2.5,1,1,0,6.315,0
"1348","Czm_21_112","1",2,5,1,1,0,6.315,0
"1349","Czm_21_112","1",2,10,1,1,0,6.315,0
"1350","Czm_21_112","1",2,20,1,1,0,6.315,0
"1351","Czm_21_113","1",1,0,6.53,5.6,5.065,5.105,0.992164544564153
"1352","Czm_21_113","1",1,0.01,7.99,8.23,7.11,5.105,1.39275220372184
"1353","Czm_21_113","1",1,0.1,4.95,4.13,3.54,5.105,0.693437806072478
"1354","Czm_21_113","1",1,0.5,2.13,2.53,1.33,5.105,0.26052889324192
"1355","Czm_21_113","1",1,1,1.54,1.38,0.46,5.105,0.0901077375122429
"1356","Czm_21_113","1",1,2.5,2.24,1.66,0.95,5.105,0.186092066601371
"1357","Czm_21_113","1",1,5,1,1,0,5.105,0
"1358","Czm_21_113","1",1,10,1,1,0,5.105,0
"1359","Czm_21_113","1",1,20,1,1,0,5.105,0
"1360","Czm_21_113","1",2,0,6.25,6.04,5.145,5.105,1.00783545543585
"1361","Czm_21_113","1",2,0.01,6.04,5.67,4.855,5.105,0.951028403525955
"1362","Czm_21_113","1",2,0.1,5.26,5.45,4.355,5.105,0.853085210577865
"1363","Czm_21_113","1",2,0.5,2.35,3.5,1.925,5.105,0.377081292850147
"1364","Czm_21_113","1",2,1,1.69,2.27,0.98,5.105,0.191968658178257
"1365","Czm_21_113","1",2,2.5,1.42,1.52,0.47,5.105,0.0920666013712047
"1366","Czm_21_113","1",2,5,1,1,0,5.105,0
"1367","Czm_21_113","1",2,10,1,1,0,5.105,0
"1368","Czm_21_113","1",2,20,1,1,0,5.105,0
"1369","Czm_21_114","1",1,0,6.53,7.38,5.955,5.7225,1.04062909567497
"1370","Czm_21_114","1",1,0.01,7.34,7.36,6.35,5.7225,1.10965487112276
"1371","Czm_21_114","1",1,0.1,4.49,5,3.745,5.7225,0.654434250764526
"1372","Czm_21_114","1",1,0.5,2.14,2.01,1.075,5.7225,0.18785495849716
"1373","Czm_21_114","1",1,1,2.12,1.66,0.89,5.7225,0.155526430755789
"1374","Czm_21_114","1",1,2.5,1,1,0,5.7225,0
"1375","Czm_21_114","1",1,5,1,1,0,5.7225,0
"1376","Czm_21_114","1",1,10,1,1,0,5.7225,0
"1377","Czm_21_114","1",1,20,1,1,0,5.7225,0
"1378","Czm_21_114","1",2,0,6.9,6.08,5.49,5.7225,0.959370904325033
"1379","Czm_21_114","1",2,0.01,6.48,9.68,7.08,5.7225,1.23722149410223
"1380","Czm_21_114","1",2,0.1,5.35,5.78,4.565,5.7225,0.797728265618174
"1381","Czm_21_114","1",2,0.5,1.98,2.26,1.12,5.7225,0.195718654434251
"1382","Czm_21_114","1",2,1,1.29,1.34,0.315,5.7225,0.055045871559633
"1383","Czm_21_114","1",2,2.5,1,1,0,5.7225,0
"1384","Czm_21_114","1",2,5,1,1,0,5.7225,0
"1385","Czm_21_114","1",2,10,1,1,0,5.7225,0
"1386","Czm_21_114","1",2,20,1,1,0,5.7225,0
"1387","Czm_21_115","1",1,0,6.65,5.81,5.23,5.1925,1.00722195474242
"1388","Czm_21_115","1",1,0.01,6.28,5.35,4.815,5.1925,0.927298988926336
"1389","Czm_21_115","1",1,0.1,5.86,6.69,5.275,5.1925,1.01588830043332
"1390","Czm_21_115","1",1,0.5,2.19,2.99,1.59,5.1925,0.306210881078478
"1391","Czm_21_115","1",1,1,2.33,2.48,1.405,5.1925,0.270582571015888
"1392","Czm_21_115","1",1,2.5,1,1,0,5.1925,0
"1393","Czm_21_115","1",1,5,1,1,0,5.1925,0
"1394","Czm_21_115","1",1,10,1,1,0,5.1925,0
"1395","Czm_21_115","1",1,20,1,1,0,5.1925,0
"1396","Czm_21_115","1",2,0,5.99,6.32,5.155,5.1925,0.992778045257583
"1397","Czm_21_115","1",2,0.01,4.73,6.1,4.415,5.1925,0.850264805007222
"1398","Czm_21_115","1",2,0.1,5.43,4.49,3.96,5.1925,0.762638420799229
"1399","Czm_21_115","1",2,0.5,2.88,2.75,1.815,5.1925,0.34954260953298
"1400","Czm_21_115","1",2,1,2.93,2.56,1.745,5.1925,0.336061627347135
"1401","Czm_21_115","1",2,2.5,1,1,0,5.1925,0
"1402","Czm_21_115","1",2,5,1,1,0,5.1925,0
"1403","Czm_21_115","1",2,10,1,1,0,5.1925,0
"1404","Czm_21_115","1",2,20,1,1,0,5.1925,0
"1405","Czm_21_116","1",1,0,6.26,6.84,5.55,5.5325,1.00316312697695
"1406","Czm_21_116","1",1,0.01,5.56,5.74,4.65,5.5325,0.840488025305016
"1407","Czm_21_116","1",1,0.1,4.36,4.46,3.41,5.5325,0.616357885223678
"1408","Czm_21_116","1",1,0.5,2.19,2.81,1.5,5.5325,0.271125169453231
"1409","Czm_21_116","1",1,1,1.52,2.19,0.855,5.5325,0.154541346588342
"1410","Czm_21_116","1",1,2.5,1,1,0,5.5325,0
"1411","Czm_21_116","1",1,5,1,1,0,5.5325,0
"1412","Czm_21_116","1",1,10,1,1,0,5.5325,0
"1413","Czm_21_116","1",1,20,1,1,0,5.5325,0
"1414","Czm_21_116","1",2,0,7.45,5.58,5.515,5.5325,0.996836873023046
"1415","Czm_21_116","1",2,0.01,5.94,6.59,5.265,5.5325,0.951649344780841
"1416","Czm_21_116","1",2,0.1,5.68,5.93,4.805,5.5325,0.868504292815183
"1417","Czm_21_116","1",2,0.5,3.07,2.66,1.865,5.5325,0.33709896068685
"1418","Czm_21_116","1",2,1,1.72,1.21,0.465,5.5325,0.0840488025305016
"1419","Czm_21_116","1",2,2.5,1,1,0,5.5325,0
"1420","Czm_21_116","1",2,5,1,1,0,5.5325,0
"1421","Czm_21_116","1",2,10,1,1,0,5.5325,0
"1422","Czm_21_116","1",2,20,1,1,0,5.5325,0
"1423","Czm_21_117","1",1,0,6.49,6.28,5.385,5.5625,0.968089887640449
"1424","Czm_21_117","1",1,0.01,7.68,6.53,6.105,5.5625,1.09752808988764
"1425","Czm_21_117","1",1,0.1,5.56,4.39,3.975,5.5625,0.714606741573034
"1426","Czm_21_117","1",1,0.5,3.1,2.44,1.77,5.5625,0.318202247191011
"1427","Czm_21_117","1",1,1,2.44,1.94,1.19,5.5625,0.213932584269663
"1428","Czm_21_117","1",1,2.5,1,1,0,5.5625,0
"1429","Czm_21_117","1",1,5,1,1,0,5.5625,0
"1430","Czm_21_117","1",1,10,1,1,0,5.5625,0
"1431","Czm_21_117","1",1,20,1,1,0,5.5625,0
"1432","Czm_21_117","1",2,0,6.59,6.89,5.74,5.5625,1.03191011235955
"1433","Czm_21_117","1",2,0.01,5.85,7.37,5.61,5.5625,1.0085393258427
"1434","Czm_21_117","1",2,0.1,5.15,5.25,4.2,5.5625,0.755056179775281
"1435","Czm_21_117","1",2,0.5,2.22,1.81,1.015,5.5625,0.18247191011236
"1436","Czm_21_117","1",2,1,2.88,1.69,1.285,5.5625,0.231011235955056
"1437","Czm_21_117","1",2,2.5,1,1,0,5.5625,0
"1438","Czm_21_117","1",2,5,1,1,0,5.5625,0
"1439","Czm_21_117","1",2,10,1,1,0,5.5625,0
"1440","Czm_21_117","1",2,20,1,1,0,5.5625,0
"1441","Czm_21_118","1",1,0,6.56,7.86,6.21,6.4475,0.963164017060876
"1442","Czm_21_118","1",1,0.01,8.6,7.09,6.845,6.4475,1.06165180302443
"1443","Czm_21_118","1",1,0.1,5.18,5.64,4.41,6.4475,0.683986041101202
"1444","Czm_21_118","1",1,0.5,2.1,2.36,1.23,6.4475,0.190771616905777
"1445","Czm_21_118","1",1,1,1,1,0,6.4475,0
"1446","Czm_21_118","1",1,2.5,1,1,0,6.4475,0
"1447","Czm_21_118","1",1,5,1,1,0,6.4475,0
"1448","Czm_21_118","1",1,10,1,1,0,6.4475,0
"1449","Czm_21_118","1",1,20,1,1,0,6.4475,0
"1450","Czm_21_118","1",2,0,7.05,8.32,6.685,6.4475,1.03683598293912
"1451","Czm_21_118","1",2,0.01,6.95,7.84,6.395,6.4475,0.991857309034509
"1452","Czm_21_118","1",2,0.1,6.62,6.85,5.735,6.4475,0.889492051182629
"1453","Czm_21_118","1",2,0.5,2.46,2.8,1.63,6.4475,0.252811167119038
"1454","Czm_21_118","1",2,1,1,1,0,6.4475,0
"1455","Czm_21_118","1",2,2.5,1,1,0,6.4475,0
"1456","Czm_21_118","1",2,5,1,1,0,6.4475,0
"1457","Czm_21_118","1",2,10,1,1,0,6.4475,0
"1458","Czm_21_118","1",2,20,1,1,0,6.4475,0
"1459","Czm_21_119","1",1,0,6.9,7.8,6.35,5.995,1.05921601334445
"1460","Czm_21_119","1",1,0.01,6.33,7.3,5.815,5.995,0.969974979149291
"1461","Czm_21_119","1",1,0.1,7.11,5.35,5.23,5.995,0.872393661384487
"1462","Czm_21_119","1",1,0.5,2.81,1.93,1.37,5.995,0.228523769808173
"1463","Czm_21_119","1",1,1,1.68,1.54,0.61,5.995,0.101751459549625
"1464","Czm_21_119","1",1,2.5,1,1,0,5.995,0
"1465","Czm_21_119","1",1,5,1,1,0,5.995,0
"1466","Czm_21_119","1",1,10,1,1,0,5.995,0
"1467","Czm_21_119","1",1,20,1,1,0,5.995,0
"1468","Czm_21_119","1",2,0,7.07,6.21,5.64,5.995,0.940783986655546
"1469","Czm_21_119","1",2,0.01,7.41,6.39,5.9,5.995,0.984153461217681
"1470","Czm_21_119","1",2,0.1,5.09,5.61,4.35,5.995,0.725604670558799
"1471","Czm_21_119","1",2,0.5,1.8,1.88,0.84,5.995,0.140116763969975
"1472","Czm_21_119","1",2,1,2.57,2.43,1.5,5.995,0.250208507089241
"1473","Czm_21_119","1",2,2.5,1,1,0,5.995,0
"1474","Czm_21_119","1",2,5,1,1,0,5.995,0
"1475","Czm_21_119","1",2,10,1,1,0,5.995,0
"1476","Czm_21_119","1",2,20,1,1,0,5.995,0
"1477","Czm_21_120","1",1,0,6.47,6.64,5.555,5.4275,1.0234914785813
"1478","Czm_21_120","1",1,0.01,6.05,6.41,5.23,5.4275,0.963611239060341
"1479","Czm_21_120","1",1,0.1,4.49,6.81,4.65,5.4275,0.856748042376785
"1480","Czm_21_120","1",1,0.5,2.33,2.52,1.425,5.4275,0.262551819438047
"1481","Czm_21_120","1",1,1,1.62,1.65,0.635,5.4275,0.11699677567941
"1482","Czm_21_120","1",1,2.5,1,1,0,5.4275,0
"1483","Czm_21_120","1",1,5,1,1,0,5.4275,0
"1484","Czm_21_120","1",1,10,1,1,0,5.4275,0
"1485","Czm_21_120","1",1,20,1,1,0,5.4275,0
"1486","Czm_21_120","1",2,0,5.86,6.74,5.3,5.4275,0.976508521418701
"1487","Czm_21_120","1",2,0.01,5.89,6.13,5.01,5.4275,0.923076923076923
"1488","Czm_21_120","1",2,0.1,5.42,5.18,4.3,5.4275,0.792261630584984
"1489","Czm_21_120","1",2,0.5,2.67,2.14,1.405,5.4275,0.258866881621373
"1490","Czm_21_120","1",2,1,2.22,1.5,0.86,5.4275,0.158452326116997
"1491","Czm_21_120","1",2,2.5,1,1,0,5.4275,0
"1492","Czm_21_120","1",2,5,1,1,0,5.4275,0
"1493","Czm_21_120","1",2,10,1,1,0,5.4275,0
"1494","Czm_21_120","1",2,20,1,1,0,5.4275,0
"1495","Czm_21_121","1",1,0,6.46,7.17,5.815,5.8,1.00258620689655
"1496","Czm_21_121","1",1,0.01,6.48,7.17,5.825,5.8,1.00431034482759
"1497","Czm_21_121","1",1,0.1,6.98,6.65,5.815,5.8,1.00258620689655
"1498","Czm_21_121","1",1,0.5,3,2.82,1.91,5.8,0.329310344827586
"1499","Czm_21_121","1",1,1,2.27,2.08,1.175,5.8,0.202586206896552
"1500","Czm_21_121","1",1,2.5,1,1,0,5.8,0
"1501","Czm_21_121","1",1,5,1,1,0,5.8,0
"1502","Czm_21_121","1",1,10,1,1,0,5.8,0
"1503","Czm_21_121","1",1,20,1,1,0,5.8,0
"1504","Czm_21_121","1",2,0,6.74,6.83,5.785,5.8,0.997413793103448
"1505","Czm_21_121","1",2,0.01,5.86,6.2,5.03,5.8,0.867241379310345
"1506","Czm_21_121","1",2,0.1,6.13,6.57,5.35,5.8,0.922413793103448
"1507","Czm_21_121","1",2,0.5,2.89,3.54,2.215,5.8,0.381896551724138
"1508","Czm_21_121","1",2,1,1.82,2.08,0.95,5.8,0.163793103448276
"1509","Czm_21_121","1",2,2.5,1,1,0,5.8,0
"1510","Czm_21_121","1",2,5,1,1,0,5.8,0
"1511","Czm_21_121","1",2,10,1,1,0,5.8,0
"1512","Czm_21_121","1",2,20,1,1,0,5.8,0
"1513","Czm_21_122","1",1,0,7.28,6.57,5.925,5.22,1.13505747126437
"1514","Czm_21_122","1",1,0.01,6.48,6.01,5.245,5.22,1.00478927203065
"1515","Czm_21_122","1",1,0.1,4.55,4.98,3.765,5.22,0.721264367816092
"1516","Czm_21_122","1",1,0.5,2.48,2.71,1.595,5.22,0.305555555555555
"1517","Czm_21_122","1",1,1,2.44,2.31,1.375,5.22,0.263409961685824
"1518","Czm_21_122","1",1,2.5,1,1,0,5.22,0
"1519","Czm_21_122","1",1,5,1,1,0,5.22,0
"1520","Czm_21_122","1",1,10,1,1,0,5.22,0
"1521","Czm_21_122","1",1,20,1,1,0,5.22,0
"1522","Czm_21_122","1",2,0,5.4,5.63,4.515,5.22,0.864942528735632
"1523","Czm_21_122","1",2,0.01,6.2,6.02,5.11,5.22,0.978927203065134
"1524","Czm_21_122","1",2,0.1,4.59,4.47,3.53,5.22,0.676245210727969
"1525","Czm_21_122","1",2,0.5,2.69,2.88,1.785,5.22,0.341954022988506
"1526","Czm_21_122","1",2,1,2.23,1.82,1.025,5.22,0.196360153256705
"1527","Czm_21_122","1",2,2.5,1,1,0,5.22,0
"1528","Czm_21_122","1",2,5,1,1,0,5.22,0
"1529","Czm_21_122","1",2,10,1,1,0,5.22,0
"1530","Czm_21_122","1",2,20,1,1,0,5.22,0
"1531","Czm_21_123","1",1,0,5.09,5.65,4.37,4.7175,0.926338102808691
"1532","Czm_21_123","1",1,0.01,6.82,6.62,5.72,4.7175,1.21250662427133
"1533","Czm_21_123","1",1,0.1,5.96,5.52,4.74,4.7175,1.00476947535771
"1534","Czm_21_123","1",1,0.5,2.79,2.58,1.685,4.7175,0.357180710121887
"1535","Czm_21_123","1",1,1,2.76,2.63,1.695,4.7175,0.359300476947536
"1536","Czm_21_123","1",1,2.5,1,1,0,4.7175,0
"1537","Czm_21_123","1",1,5,1,1,0,4.7175,0
"1538","Czm_21_123","1",1,10,1,1,0,4.7175,0
"1539","Czm_21_123","1",1,20,1,1,0,4.7175,0
"1540","Czm_21_123","1",2,0,5.87,6.26,5.065,4.7175,1.07366189719131
"1541","Czm_21_123","1",2,0.01,7.53,7.36,6.445,4.7175,1.3661897191309
"1542","Czm_21_123","1",2,0.1,5.12,5.43,4.275,4.7175,0.906200317965024
"1543","Czm_21_123","1",2,0.5,2.45,2.38,1.415,4.7175,0.299947005829359
"1544","Czm_21_123","1",2,1,2.41,2.74,1.575,4.7175,0.333863275039746
"1545","Czm_21_123","1",2,2.5,1,1,0,4.7175,0
"1546","Czm_21_123","1",2,5,1,1,0,4.7175,0
"1547","Czm_21_123","1",2,10,1,1,0,4.7175,0
"1548","Czm_21_123","1",2,20,1,1,0,4.7175,0
"1549","Czm_21_124","1",1,0,10.99,10.64,9.815,7.7825,1.26116286540315
"1550","Czm_21_124","1",1,0.01,9,9.29,8.145,7.7825,1.04657886283328
"1551","Czm_21_124","1",1,0.1,11.64,11.4,10.52,7.7825,1.35175072277546
"1552","Czm_21_124","1",1,0.5,2.78,2.68,1.73,7.7825,0.222293607452618
"1553","Czm_21_124","1",1,1,1.93,1.73,0.83,7.7825,0.106649534211372
"1554","Czm_21_124","1",1,2.5,1,1,0,7.7825,0
"1555","Czm_21_124","1",1,5,1,1,0,7.7825,0
"1556","Czm_21_124","1",1,10,1,1,0,7.7825,0
"1557","Czm_21_124","1",1,20,1,1,0,7.7825,0
"1558","Czm_21_124","1",2,0,6.51,6.99,5.75,7.7825,0.738837134596852
"1559","Czm_21_124","1",2,0.01,9.88,10.28,9.08,7.7825,1.16672020558946
"1560","Czm_21_124","1",2,0.1,4.86,4.49,3.675,7.7825,0.472213299068423
"1561","Czm_21_124","1",2,0.5,2.4,2.33,1.365,7.7825,0.175393511082557
"1562","Czm_21_124","1",2,1,2.79,2.53,1.66,7.7825,0.213299068422743
"1563","Czm_21_124","1",2,2.5,1,1,0,7.7825,0
"1564","Czm_21_124","1",2,5,1,1,0,7.7825,0
"1565","Czm_21_124","1",2,10,1,1,0,7.7825,0
"1566","Czm_21_124","1",2,20,1,1,0,7.7825,0
"1567","Czm_21_125","1",1,0,6.68,6.19,5.435,5.0525,1.07570509648689
"1568","Czm_21_125","1",1,0.01,7.02,6.26,5.64,5.0525,1.11627906976744
"1569","Czm_21_125","1",1,0.1,6.56,5.92,5.24,5.0525,1.03711034141514
"1570","Czm_21_125","1",1,0.5,4.2,3.67,2.935,5.0525,0.580900544285007
"1571","Czm_21_125","1",1,1,2.11,2.06,1.085,5.0525,0.214745175655616
"1572","Czm_21_125","1",1,2.5,1,1,0,5.0525,0
"1573","Czm_21_125","1",1,5,1,1,0,5.0525,0
"1574","Czm_21_125","1",1,10,1,1,0,5.0525,0
"1575","Czm_21_125","1",1,20,1,1,0,5.0525,0
"1576","Czm_21_125","1",2,0,5.72,5.62,4.67,5.0525,0.924294903513112
"1577","Czm_21_125","1",2,0.01,5.6,6.04,4.82,5.0525,0.953983176645225
"1578","Czm_21_125","1",2,0.1,5.84,5.33,4.585,5.0525,0.907471548738248
"1579","Czm_21_125","1",2,0.5,2.86,3.29,2.075,5.0525,0.410687778327561
"1580","Czm_21_125","1",2,1,2.29,2.39,1.34,5.0525,0.265215239980208
"1581","Czm_21_125","1",2,2.5,1,1,0,5.0525,0
"1582","Czm_21_125","1",2,5,1,1,0,5.0525,0
"1583","Czm_21_125","1",2,10,1,1,0,5.0525,0
"1584","Czm_21_125","1",2,20,1,1,0,5.0525,0
"1585","Czm_21_126","1",1,0,7.26,7.49,6.375,6.4775,0.984175993824778
"1586","Czm_21_126","1",1,0.01,7.11,6.14,5.625,6.4775,0.868390582786569
"1587","Czm_21_126","1",1,0.1,5.88,6.03,4.955,6.4775,0.764955615592435
